vm2; 
2.999089974365038;
3.0030851659024496;
3.001603802748128;
2.9985064070618215;
2.9983268478916005;
2.9943765461467446;
2.9920422769338755;
2.993523640088196;
2.9841865632367184;
3.0078883737058537;
2.9955885705457344;
2.998461517269266;
3.003893182168443;
2.999987770216142;
2.9976086112107176;
2.9987308560245967;
2.998865525402263;
2.9996286518757005;
2.9939725380137476;
2.9923116156892067;
2.987328848715581;
3.0039829617535534;
3.0073048064026366;
2.999853100838477;
3.000526447726804;
2.997743280588383;
3.004342080093995;
2.9937031992584164;
3.0047011984344363;
3.01062665105172;
2.996755705152169;
3.001289574200243;
2.997249492870276;
2.99814728872138;
2.986116824316592;
2.998281958099045;
3.0072150268175264;
2.999404202912925;
2.9963068072266172;
2.999987770216142;
2.9956783501308446;
2.995453901168069;
2.994107207391414;
3.004162520923774;
3.003758512790777;
2.9937480890509724;
3.000391778349139;
2.9968005949447245;
3.0028607169396735;
2.9969352643223894;
3.0047909780195465;
3.005554104492984;
2.9973841622479416;
2.9981023989288245;
2.996351697019173;
2.9986410764394864;
2.998551296854376;
3.00456652905677;
3.0077088145356328;
2.993927648221193;
3.0036687332056666;
2.999583762083146;
3.0028607169396735;
2.9916382688008785;
3.0035789536205564;
3.0042074107163286;
2.9932991911254208;
2.997967729551159;
3.0033993944503354;
2.983962114273943;
2.999404202912925;
3.004027851546108;
2.9981921785139347;
2.998685966232042;
2.99320941154031;
2.9939725380137476;
2.982705200082398;
2.9998979906310317;
3.0097288552006165;
2.998461517269266;
2.9954987909606237;
2.9943765461467446;
2.9929400727849793;
2.99805750913627;
3.007843483913299;
3.006855908477085;
2.995049893035072;
2.9932991911254208;
2.9982370683064903;
2.9976983907958283;
2.991413819838103;
3.0043869698865495;
3.003623843413112;
2.9985064070618215;
2.9973841622479416;
3.002905606732229;
3.0016935823332385;
2.9934787502956413;
3.006047892211092;
3.0057785534557606;
3.000706006897025;
2.9977881703809386;
2.996621035774504;
2.9985064070618215;
2.982705200082398;
3.001514023163018;
3.006047892211092;
2.9964863663968377;
2.999583762083146;
2.9958130195085104;
2.9985961866469317;
2.9819420736089595;
2.9987757458171527;
3.0020078108811257;
3.001603802748128;
2.9953641215829587;
2.998685966232042;
2.999404202912925;
2.9982370683064903;
2.9994939824980356;
3.0033545046577808;
3.001334463992797;
2.997294382662831;
3.00066111710447;
2.99814728872138;
3.0028607169396735;
2.994196986976524;
3.0008406762746906;
3.010312422503833;
2.9987308560245967;
3.0040727413386636;
2.9955436807531797;
2.9968903745298348;
2.9861617141091465;
3.0003019987640287;
3.0073496961951913;
3.004835867812101;
2.9996286518757005;
2.996441476604283;
2.998685966232042;
2.996576145981948;
3.0025464883917876;
2.9968903745298348;
3.0033545046577808;
2.9962619174340626;
3.004162520923774;
2.992401395274317;
2.997249492870276;
2.9931196319552;
3.002322039429011;
3.0061825615887567;
2.996576145981948;
2.9984166274767112;
2.998865525402263;
3.0061825615887567;
3.0002122191789184;
2.997339272455387;
3.0042523005088846;
2.9963965868117275;
3.0008855660672453;
2.996172137848952;
2.9944214359392993;
2.9963068072266172;
3.004162520923774;
3.003040276109894;
2.997339272455387;
2.9941520971839686;
3.0029953863173393;
2.9857577059761504;
2.9993593131203693;
3.009279957275065;
2.9958130195085104;
2.9961272480563963;
2.9935685298807515;
2.997877949966049;
2.988630652699682;
3.0008855660672453;
3.0073048064026366;
3.0018731415034594;
2.997429052040497;
2.992670734029648;
3.0000326600086975;
2.993613419673306;
2.9996286518757005;
3.002905606732229;
2.994735664487186;
2.995947688886176;
2.9969352643223894;
2.9979228397586035;
2.9896182281358956;
2.9989104151948176;
3.0057785534557606;
2.9978330601734933;
2.995947688886176;
2.9969352643223894;
3.002501598599232;
2.9912342606678823;
2.9928951829924233;
3.005419435115319;
3.003893182168443;
2.9970699337000557;
3.0031749454875603;
2.9981921785139347;
3.0033545046577808;
2.994735664487186;
3.004835867812101;
3.003219835280115;
2.998955304987373;
3.003219835280115;
2.9975188316256074;
2.9987308560245967;
2.9945561053169656;
2.999134864157594;
3.006272341173867;
2.997877949966049;
2.9973841622479416;
2.9969801541149454;
2.9957232399234;
2.9882715343592405;
2.998955304987373;
3.0032647250726705;
2.995453901168069;
2.9952743419978485;
2.998371737684155;
2.997159713285166;
2.983917224481387;
2.99805750913627;
3.000526447726804;
2.999089974365038;
2.993792978843527;
3.000077549801252;
2.9953641215829587;
2.9928502931998686;
2.995139672620182;
3.0091452878973985;
3.002770937354563;
2.9968903745298348;
2.996576145981948;
3.0015589129555735;
2.9921320565189857;
2.9983268478916005;
3.0014242435779077;
2.999134864157594;
2.9938827584286374;
2.9947805542797408;
2.994107207391414;
2.9896182281358956;
2.9983268478916005;
3.0043869698865495;
3.0035340638280017;
2.9917280483859887;
2.993523640088196;
2.999583762083146;
2.9966659255670587;
3.0019629210885697;
3.001379353785353;
3.004027851546108;
3.0014691333704633;
2.9995388722905902;
2.9952743419978485;
2.9975188316256074;
3.00066111710447;
3.0038034025833324;
2.9970250439075;
2.9912342606678823;
2.99563346033829;
2.999808211045921;
2.9900222362688917;
2.9928951829924233;
3.0035789536205564;
2.9942867665616344;
3.0001224395938078;
2.998865525402263;
2.9957232399234;
2.9902466852316683;
2.994331656354189;
3.007259916610081;
2.9968903745298348;
2.9961272480563963;
2.9990450845724834;
2.9998979906310317;
2.997249492870276;
2.997877949966049;
3.0014242435779077;
3.00205270067368;
2.9932991911254208;
