vm1; 
12.906616397448708;
10.929101325464824;
15.087898969489817;
7.533946645939988;
9.918511557323892;
12.116289593655345;
9.36639866431171;
6.802324288591681;
3.870012930625386;
20.21895868521641;
14.444090701451884;
9.613830628666905;
15.995149505458869;
7.836201771024866;
7.060914949378583;
-3.5524608393160957;
17.19689259508206;
7.893450735326656;
8.808463842726463;
10.634123611096276;
7.360259110176928;
16.685533202081317;
8.597904092667333;
8.675529806974847;
7.601869145959061;
10.234351182412585;
8.007463503215815;
15.981565005455057;
13.066234272493531;
6.936713806486562;
8.242281288996042;
8.707065253412273;
-4.725579446788382;
16.74132668423984;
20.882658542545645;
8.47030682477436;
8.935090789190593;
7.00560662793448;
8.346590842596761;
5.222155841719372;
18.606769631192257;
20.288821828093173;
7.314654003021264;
14.185985201379403;
8.165625896117373;
10.124704860953223;
8.562972521228954;
15.046175148049528;
11.96831557575665;
7.597502699529263;
6.824156520740669;
9.897164485889327;
-1.4963497315958527;
17.805284130967188;
21.791364560657964;
7.892965574612234;
13.746914754827536;
8.098673717527143;
10.223677646695302;
8.405295289041817;
16.484676666310627;
12.666947004524264;
8.267994806860404;
7.366081038749991;
9.557551985793959;
-2.774263053383281;
17.24249770223772;
21.875782524967384;
8.581408628376987;
12.558271004493747;
8.146704628254916;
9.539601039360347;
9.912204468036407;
16.45265605915878;
11.182840379107507;
7.2491573065743005;
9.018538432071168;
10.13149711095513;
-3.434081624997139;
18.300148059677582;
22.020360417865128;
8.87250505703016;
12.808128772421053;
8.670193039116205;
8.512030646214647;
9.729784039413753;
18.891073809843522;
9.568225521511241;
8.09576275324061;
7.528609878081346;
10.34448266458637;
6.9265254314837;
17.466641952300662;
17.825660880972908;
6.940595092201937;
12.271541022270371;
7.807092128159548;
9.903956735891235;
9.679327325113869;
16.494379880599066;
11.675763664960211;
7.218107020851296;
7.2845740387271025;
10.129071307383022;
-0.8195505349772256;
17.834393773832506;
21.09224797117593;
7.897332021042031;
12.212351415110893;
6.518505270654838;
9.952957968047851;
7.578581431666807;
16.39443677342814;
15.18784207666074;
6.4845440206452984;
9.610919664380374;
8.087515021095438;
10.623935236093415;
9.880669021598981;
17.4166703987152;
11.336151164864843;
8.687658824835395;
8.327184414019882;
10.169339646680044;
-0.31255758840628367;
16.79517952354068;
22.13825447146966;
8.19230973541058;
9.859807110878837;
8.377641128319766;
10.793741486141098;
8.381522414035143;
15.891325112572574;
12.341889325861555;
8.62167696767401;
8.064712467517605;
9.572106807226618;
-1.8733196067017113;
17.99692261316386;
21.36830441768202;
7.165224502979303;
14.185014879950558;
8.420820431903321;
10.10384295023308;
9.786547843001122;
16.522034041321117;
10.931041968322512;
7.2491573065743005;
6.90614868147798;
10.414830968177553;
4.731658359438777;
18.401061488277346;
18.13082697034432;
7.200641235132105;
9.215998842840904;
8.974873967773192;
-3.6000065893294475;
13.750796040542909;
20.699267792494144;
7.580522074524495;
12.448624683034385;
7.591195610241778;
10.933467771894621;
8.758492289141;
17.44335423800841;
