x-axis,1,2
second,Volt,Volt
-250.0000E-09,+152.3399806E-06,-103.4767427263E-03
-249.2188E-09,+152.3399806E-06,-106.9943306284E-03
-248.4375E-09,+152.3399806E-06,-111.5169436453E-03
-247.6563E-09,+152.3399806E-06,-111.5169436453E-03
-246.8750E-09,+152.3399806E-06,-119.5571445642E-03
-246.0938E-09,+152.3399806E-06,-111.0144310878E-03
-245.3125E-09,-19.9481623167E-03,-103.4767427263E-03
-244.5313E-09,-19.9481623167E-03,-111.5169436453E-03
-243.7500E-09,-19.9481623167E-03,-111.5169436453E-03
-242.9688E-09,-19.9481623167E-03,-103.4767427263E-03
-242.1875E-09,-19.9481623167E-03,-103.4767427263E-03
-241.4063E-09,+20.2528422778E-03,-103.4767427263E-03
-240.6250E-09,+152.3399806E-06,-111.5169436453E-03
-239.8438E-09,+152.3399806E-06,-111.5169436453E-03
-239.0625E-09,+152.3399806E-06,-111.5169436453E-03
-238.2813E-09,+152.3399806E-06,-111.5169436453E-03
-237.5000E-09,+152.3399806E-06,-103.4767427263E-03
-236.7188E-09,+152.3399806E-06,-111.5169436453E-03
-235.9375E-09,-8.6416297745E-03,-111.5169436453E-03
-235.1563E-09,-19.9481623167E-03,-107.9993557432E-03
-234.3750E-09,+152.3399806E-06,-103.4767427263E-03
-233.5938E-09,+152.3399806E-06,-103.4767427263E-03
-232.8125E-09,+152.3399806E-06,-111.5169436453E-03
-232.0313E-09,+152.3399806E-06,-103.4767427263E-03
-231.2500E-09,+152.3399806E-06,-103.4767427263E-03
-230.4688E-09,+20.2528422778E-03,-103.4767427263E-03
-229.6875E-09,-19.9481623167E-03,-103.4767427263E-03
-228.9063E-09,-19.9481623167E-03,-111.5169436453E-03
-228.1250E-09,-19.9481623167E-03,-111.5169436453E-03
-227.3438E-09,-19.9481623167E-03,-111.5169436453E-03
-226.5625E-09,+152.3399806E-06,-103.4767427263E-03
-225.7813E-09,+152.3399806E-06,-111.5169436453E-03
-225.0000E-09,+152.3399806E-06,-111.5169436453E-03
-224.2188E-09,+152.3399806E-06,-104.9842803986E-03
-223.4375E-09,+152.3399806E-06,-95.4365418074E-03
-222.6563E-09,+152.3399806E-06,-103.4767427263E-03
-221.8750E-09,+152.3399806E-06,-103.4767427263E-03
-221.0938E-09,+152.3399806E-06,-107.9993557432E-03
-220.3125E-09,+152.3399806E-06,-111.5169436453E-03
-219.5313E-09,-19.9481623167E-03,-111.5169436453E-03
-218.7500E-09,-8.6416297745E-03,-111.5169436453E-03
-217.9688E-09,+152.3399806E-06,-111.5169436453E-03
