x-axis,1,2
second,Volt,Volt
+498.570000E-06,+824.466041640E-03,-15.653262846E-03
+498.572500E-06,+818.184634671E-03,-19.296478888E-03
+498.575000E-06,+818.184634671E-03,-19.673363306E-03
+498.577500E-06,+818.184634671E-03,-19.296478888E-03
+498.580000E-06,+811.903227700E-03,-19.673363306E-03
+498.582500E-06,+818.184634671E-03,-20.050247723E-03
+498.585000E-06,+811.903227700E-03,-20.301504003E-03
+498.587500E-06,+821.953478848E-03,-16.030147264E-03
+498.590000E-06,+804.365539345E-03,-20.301504003E-03
+498.592500E-06,+801.852976550E-03,-17.663313076E-03
+498.595000E-06,+804.365539345E-03,-18.291453773E-03
+498.597500E-06,+814.415790494E-03,-17.663313076E-03
+498.600000E-06,+804.365539346E-03,-21.683413535E-03
+498.602500E-06,+818.184634671E-03,-22.939694930E-03
+498.605000E-06,+818.184634671E-03,-18.291453773E-03
+498.607500E-06,+818.184634671E-03,-15.276378429E-03
+498.610000E-06,+798.084132373E-03,-19.045222608E-03
+498.612500E-06,+818.184634671E-03,-19.673363306E-03
+498.615000E-06,+818.184634671E-03,-20.427132140E-03
+498.617500E-06,+818.184634671E-03,-21.306529118E-03
+498.620000E-06,+818.184634671E-03,-19.045222608E-03
+498.622500E-06,+818.184634671E-03,-16.407031681E-03
+498.625000E-06,+798.084132373E-03,-20.301504003E-03
+498.627500E-06,+821.953478843E-03,-21.306529118E-03
+498.630000E-06,+810.646946326E-03,-16.281403544E-03
+498.632500E-06,+818.184634671E-03,-21.306529118E-03
+498.635000E-06,+811.903227694E-03,-17.663313076E-03
+498.637500E-06,+814.415790499E-03,-18.040197493E-03
+498.640000E-06,+818.184634671E-03,-19.673363306E-03
+498.642500E-06,+801.852976544E-03,-21.306529118E-03
+498.645000E-06,+818.184634671E-03,-20.427132140E-03
+498.647500E-06,+818.184634671E-03,-25.326629578E-03
+498.650000E-06,+804.365539352E-03,-19.673363306E-03
+498.652500E-06,+818.184634671E-03,-21.683413535E-03
+498.655000E-06,+811.903227691E-03,-21.055272837E-03
+498.657500E-06,+814.415790502E-03,-19.296478889E-03
+498.660000E-06,+798.084132373E-03,-21.055272837E-03
+498.662500E-06,+814.415790502E-03,-19.673363306E-03
+498.665000E-06,+798.084132373E-03,-19.045222608E-03
+498.667500E-06,+798.084132373E-03,-18.417081909E-03
+498.670000E-06,+804.365539354E-03,-16.281403544E-03
+498.672500E-06,+801.852976541E-03,-19.673363306E-03
+498.675000E-06,+798.084132373E-03,-15.025122148E-03
+498.677500E-06,+818.184634671E-03,-15.653262846E-03
