x-axis,1,2
second,Volt,Volt
+498.740000E-06,,
+498.742500E-06,+918.454779893E-03,-22.116832435E-03
+498.745000E-06,+924.736186862E-03,-25.383164059E-03
+498.747500E-06,+924.736186862E-03,-19.353013369E-03
+498.750000E-06,+924.736186862E-03,-21.363063599E-03
+498.752500E-06,+924.736186862E-03,-23.373113829E-03
+498.755000E-06,+924.736186862E-03,-18.096731976E-03
+498.757500E-06,+924.736186862E-03,-16.840450582E-03
+498.760000E-06,+920.967342680E-03,-18.096731976E-03
+498.762500E-06,+931.017593828E-03,-23.373113828E-03
+498.765000E-06,+924.736186862E-03,-22.116832435E-03
+498.767500E-06,+897.097996199E-03,-19.353013369E-03
+498.770000E-06,+920.967342679E-03,-18.850500812E-03
+498.772500E-06,+918.454779897E-03,-24.880651502E-03
+498.775000E-06,+928.505031046E-03,-22.116832435E-03
+498.777500E-06,+924.736186862E-03,-23.624370109E-03
+498.780000E-06,+924.736186862E-03,-21.363063598E-03
+498.782500E-06,+918.454779898E-03,-18.096731976E-03
+498.785000E-06,+924.736186862E-03,-25.383164058E-03
+498.787500E-06,+938.555282196E-03,-23.373113828E-03
+498.790000E-06,+937.299000788E-03,-22.116832435E-03
+498.792500E-06,+938.555282196E-03,-20.860551043E-03
+498.795000E-06,+924.736186862E-03,-18.096731976E-03
+498.797500E-06,+924.736186862E-03,-18.096731976E-03
+498.800000E-06,+920.967342675E-03,-17.342963138E-03
+498.802500E-06,+931.017593824E-03,-22.116832435E-03
+498.805000E-06,+908.404528752E-03,-26.136932895E-03
+498.807500E-06,+904.635684565E-03,-22.116832435E-03
+498.810000E-06,+920.967342674E-03,-16.337938029E-03
+498.812500E-06,+910.917091525E-03,-12.820350124E-03
+498.815000E-06,+924.736186862E-03,-17.342963138E-03
+498.817500E-06,+931.017593822E-03,-24.880651503E-03
+498.820000E-06,+928.505031051E-03,-26.890701732E-03
+498.822500E-06,+932.273875241E-03,-20.860551043E-03
+498.825000E-06,+924.736186862E-03,-18.096731976E-03
+498.827500E-06,+924.736186862E-03,-19.353013367E-03
+498.830000E-06,+924.736186862E-03,-14.830400354E-03
+498.832500E-06,+924.736186862E-03,-18.096731976E-03
+498.835000E-06,+961.168347266E-03,-17.342963138E-03
+498.837500E-06,+910.917091522E-03,-22.116832435E-03
+498.840000E-06,+924.736186862E-03,-18.850500814E-03
+498.842500E-06,+910.917091522E-03,-15.332912908E-03
+498.845000E-06,+924.736186862E-03,-14.830400355E-03
+498.847500E-06,+910.917091521E-03,-19.353013367E-03
