cm3; 
40.151568781097275;
39.98442417054269;
40.04871055921753;
39.99213853718367;
39.98528132239169;
39.86613721538099;
39.913280567075866;
39.902137593038894;
40.32728491014184;
40.19014061430218;
39.967281133562736;
40.05899638140551;
40.0204245482006;
40.01185302971062;
39.95528100767677;
39.926994996659836;
39.99299568903267;
40.06928220359348;
39.98613847424069;
40.07699657023446;
40.107854036798386;
40.00842442231463;
40.013567333408616;
40.12156846638235;
39.981852714995696;
40.042710496274545;
40.04613910367054;
39.82413677478009;
39.996424296428664;
40.09328245536542;
39.96642398171374;
39.86356575983399;
40.05299631846252;
39.88070879681395;
40.12156846638235;
40.19528352539617;
40.076139418385466;
40.11556840343937;
39.93213790775382;
39.93728081884781;
39.91413771892486;
40.042710496274545;
39.987852777938684;
39.98870992978768;
39.982709866844694;
40.04956771106653;
40.11728270713736;
40.13271144041932;
39.90385189673689;
40.04956771106653;
39.96642398171374;
39.950995248431774;
40.10356827755339;
39.90899480783088;
39.998995751975656;
40.111282644194375;
40.0212817000496;
40.05728207770751;
39.95442385582776;
40.04613910367054;
40.208997954980134;
40.114711251590364;
40.06413929249949;
40.014424485257614;
40.06585359619749;
39.9012804411899;
39.97499550020371;
39.893566074548914;
40.02471030744559;
40.05556777400952;
39.77013620829322;
39.89785183379391;
39.99470999273066;
40.06585359619749;
40.04185334442555;
40.04442479997254;
40.062424988801496;
39.8995661374919;
39.95270955212977;
40.014424485257614;
39.89785183379391;
40.06413929249949;
40.123282770080344;
39.96813828541173;
40.022138851898596;
40.03842473702956;
40.08213948132845;
40.154997388493264;
40.07271081098947;
40.06585359619749;
39.96642398171374;
39.98956708163668;
39.94413803363979;
39.99299568903267;
40.16785466622824;
40.156711692191266;
40.11385409974137;
39.97328119650572;
39.90813765598188;
40.036710433331564;
40.034138977784565;
40.13871150336231;
40.03499612963356;
40.04099619257655;
40.09842536645941;
40.205569347584145;
39.93728081884781;
39.89185177085092;
40.35642807300777;
39.904709048585886;
40.10613973310039;
40.16956896992623;
40.10956834049638;
39.94670948918679;
39.9809955631467;
39.92099493371685;
40.019567396351604;
40.05556777400952;
40.15414023664427;
40.10871118864738;
39.96128107061975;
40.04013904072755;
39.87985164496495;
40.10356827755339;
39.89442322639791;
40.14471156630529;
40.10613973310039;
40.01271018155962;
39.98356701869369;
40.05728207770751;
39.998995751975656;
40.091568151667424;
40.06328214065049;
39.88070879681395;
39.91670917447186;
40.05556777400952;
40.03842473702956;
39.962138222468745;
