cm4; 
299.39755370295495;
299.19491707090054;
305.91416357470376;
302.8838248498905;
297.6613261964889;
294.98560157777086;
298.55937490673;
295.9987847380428;
300.79758861533065;
302.1331482356891;
294.1612389155496;
303.7772681821303;
296.8415689122689;
299.6692710050278;
300.34626157120954;
305.23256763052086;
299.4942666409808;
298.6284555767485;
300.63640038528735;
304.5878147103478;
296.56524623219474;
296.7080129502331;
296.44090102616144;
301.66339967956304;
296.2705020401157;
291.826312268923;
298.9047782568226;
293.58096128739385;
297.21460453036906;
302.326574111741;
297.2606583103814;
300.43836913123425;
299.42979134896353;
297.7856714025223;
303.5792369280772;
300.40613148522556;
301.87985244562105;
297.18236688436036;
302.11472672368416;
298.5179265047188;
302.4647354517781;
302.40026015976076;
289.24730058823087;
304.9838772184541;
303.7404251581204;
297.0626270563282;
298.8679352328127;
300.6778487872985;
298.56858566273246;
303.39502180802776;
297.9929134125779;
296.979730252306;
300.34626157120954;
297.67974770849384;
301.15680809942705;
298.9554374148363;
302.7134258638448;
293.72372800543224;
299.6047957130105;
300.8067993713331;
300.9725929793776;
307.0010327829955;
303.1325152619572;
297.61527241647656;
303.30291424800305;
301.5620813635358;
296.979730252306;
298.7528007827819;
299.80743234506485;
302.4969730977867;
298.5179265047188;
289.3900673062691;
305.274016032532;
297.7304068665075;
302.2667041977249;
300.843642395343;
297.35276587040613;
298.540953394725;
300.63640038528735;
307.7563147751982;
303.4180486980339;
295.25731887984375;
299.95480444110444;
297.39421427241723;
293.77899254144705;
301.1337812094208;
293.27700633931227;
299.3653160569462;
303.4687078560475;
298.131074752615;
291.06181952071785;
300.862063907348;
303.36278416201907;
302.72724199784847;
293.9908399295039;
304.58320933234666;
301.0969381854109;
297.35276587040613;
300.0883604031403;
298.92319976882754;
300.13441418315267;
293.37832465533944;
300.590346605275;
298.6100340647435;
309.24385186959745;
295.8375965079995;
300.4567906432392;
303.0818561039437;
307.2359070610585;
298.227787690641;
297.80869829252845;
294.7553326777091;
303.8647703641538;
298.43502970069653;
301.331812463474;
297.5369809904556;
294.792175701719;
302.326574111741;
299.5449257989945;
303.8141112061402;
303.8647703641538;
300.5949519832763;
293.5349075073815;
296.0356277620527;
298.6837201127633;
301.4054985114938;
295.4599555118981;
294.20268731756073;
303.1509367739622;
306.18588087677676;
302.8423764478794;
304.4450479923095;
299.8580915030785;
303.2522550899894;
299.1488632908882;
302.9252732519017;
297.8271198045334;
304.6384738683615;
303.4917347460536;
302.47394620778056;
303.71739826811427;
298.2692360926521;
293.6592527134149;
298.6468770887534;
294.89349401774615;
297.467900320437;
299.8626968810797;
298.227787690641;
293.22174180329745;
301.19365112343695;
303.8647703641538;
302.229861173715;
304.2470167382563;
305.6470516506321;
302.1561751256952;
297.5277702344531;
302.23907192971745;
305.58718173661606;
301.9397223596372;
296.33958271013427;
299.1120202668783;
298.11725861861134;
301.86143093361613;
295.1329736738104;
293.18950415728887;
294.7230950317004;
295.90667717801807;
294.44216697362504;
298.3429221406718;
296.99815176431093;
300.843642395343;
299.7982215890624;
298.96464817083876;
300.2817862791922;
292.07039730298845;
298.8817513668165;
306.5681272508793;
304.2239898482502;
299.31926227693384;
305.3569128365543;
301.7278749715803;
