cm4; 
40.05402914065659;
40.01314586231889;
40.15754212197969;
39.77306533420818;
40.0453305707975;
40.015755433276624;
39.876578315531276;
39.91485202291125;
40.023584146149794;
40.128836841444716;
40.087083706121106;
39.88005774347491;
39.930509448657595;
40.090563134064745;
40.04185114285387;
39.86440031772856;
40.02880328806525;
39.991399437671184;
40.04272099983978;
39.95660515823485;
40.154932551021965;
39.88614674237627;
39.9722625839812;
40.05402914065659;
40.036632000938425;
39.922680735784425;
39.84004432212313;
39.876578315531276;
40.06707699544522;
40.13579569733198;
39.94703673138986;
39.93572859057305;
39.959214729192574;
39.88092760046082;
39.987050152741645;
40.05663871161432;
40.12448755651517;
40.0348922869666;
40.0653372814734;
39.773935191194084;
40.0244540031357;
40.094042562008376;
40.208863684148284;
39.973132440967106;
39.947906588375766;
39.927030020713964;
39.97052287000938;
40.001837721502085;
39.94703673138986;
39.765236621335;
40.154932551021965;
39.74262033970138;
40.111439701726546;
40.03576214395252;
40.07403585133248;
39.866140031700375;
39.97748172589665;
40.05315928367068;
40.14188469623334;
40.01662529026253;
39.74957919558865;
39.91137259496761;
40.0244540031357;
40.08882342009293;
40.127097127472894;
39.97835158288256;
39.85657160485538;
40.07142628037476;
40.015755433276624;
40.00618700643163;
39.94616687440395;
39.826996467334496;
39.98878986671346;
39.98792000972755;
40.022714289163886;
40.047070284769326;
39.92963959167169;
40.044460713811596;
39.920071164826695;
39.99661857958664;
40.06446742448749;
39.969653013023475;
40.03576214395252;
40.13231626938835;
39.87396874457355;
40.07403585133248;
39.91833145085488;
40.05315928367068;
39.89223574127763;
39.96443387110803;
39.8687496026581;
39.94616687440395;
40.10969998775473;
39.962694157136205;
39.990529580685276;
40.01662529026253;
40.17319954772604;
39.90702331003807;
39.91398216592534;
40.03141285902297;
39.808729470630425;
40.01053629136117;
39.901804168122624;
39.97139272699529;
39.98878986671346;
40.11056984474064;
39.94355730344623;
39.908763024009886;
40.04967985572705;
40.07838513626203;
39.98096115384028;
40.05054971271296;
39.947906588375766;
40.15319283705015;
40.04620042778342;
39.94268744646031;
39.99574872260073;
39.9313793056435;
39.94355730344623;
39.997488436572546;
39.75131890956047;
40.03750185792433;
40.083604278177475;
40.0035774354739;
39.89310559826354;
40.00444729245981;
40.12013827158563;
40.06707699544522;
40.00705686341754;
39.91485202291125;
40.09926170392383;
40.07490570831839;
40.05924828257204;
39.98618029575574;
39.997488436572546;
40.0653372814734;
40.087083706121106;
40.023584146149794;
39.85222231992584;
39.933119019615326;
39.92789987769987;
40.05750856860023;
40.02184443217798;
40.001837721502085;
39.926160163728056;
39.952255873305305;
39.86440031772856;
39.927030020713964;
40.05750856860023;
40.051419569698865;
40.02706357409343;
39.93224916262941;
39.90702331003807;
39.9105027379817;
40.087083706121106;
39.976611868910744;
39.91311230893943;
39.826996467334496;
39.89658502620717;
39.894845312235354;
39.83482518020767;
40.06011813955795;
40.02793343107934;
39.84613332102448;
39.816558183503595;
39.93833816153077;
39.94268744646031;
39.98618029575574;
39.920071164826695;
39.98618029575574;
40.07751527927612;
39.88614674237627;
39.98096115384028;
40.03141285902297;
40.047070284769326;
39.94529701741804;
40.05228942668477;
40.094912418994284;
40.0035774354739;
39.993139151643;
40.019234861220255;
39.91311230893943;
39.91833145085488;
40.09752198995201;
40.066207138459305;
40.0453305707975;
39.96095444316439;
39.96704344206575;
39.958344872206666;
39.947906588375766;
39.89571516922126;
39.98792000972755;
40.08795356310702;
39.91920130784079;
40.05663871161432;
39.915721879897156;
40.0757755653043;
39.97487215493893;
40.05315928367068;
39.92442044975624;
39.94964630234758;
40.02010471820616;
40.051419569698865;
39.87570845854537;
39.947906588375766;
40.00966643437526;
40.04620042778342;
40.0035774354739;
39.952255873305305;
40.105350702825184;
40.019234861220255;
40.03315257299479;
40.00270757848799;
39.98183101082619;
39.8896261703199;
40.036632000938425;
39.901804168122624;
40.1792885466274;
39.855701747869475;
39.8583113188272;
40.16450097786696;
39.98965972369937;
40.00009800753027;
40.0653372814734;
40.01314586231889;
39.954865444263035;
39.958344872206666;
39.93920801851668;
39.855701747869475;
40.03141285902297;
40.08534399214929;
39.93572859057305;
39.88527688539036;
39.976611868910744;
40.08882342009293;
40.04185114285387;
39.90789316702398;
40.00618700643163;
39.95660515823485;
39.91311230893943;
40.061857853529766;
40.0862138491352;
39.947906588375766;
39.883537171418546;
39.99487886561482;
40.07229613736067;
40.13579569733198;
40.047940141755234;
40.08882342009293;
40.094042562008376;
39.98096115384028;
40.012276005332986;
39.97574201192484;
39.855701747869475;
39.887886456348085;
39.933988876601234;
39.813078755559964;
39.922680735784425;
39.92355059277033;
40.01488557629071;
40.03315257299479;
39.82177732541905;
39.87570845854537;
40.01053629136117;
39.915721879897156;
40.066207138459305;
40.06794685243113;
40.051419569698865;
39.98096115384028;
39.85744146184129;
40.02880328806525;
39.95399558727713;
39.909632880995794;
39.88701659936218;
39.96095444316439;
39.860051032799014;
40.01314586231889;
39.96878315603757;
40.058378425586135;
39.954865444263035;
39.79394190186998;
39.94268744646031;
40.04185114285387;
39.94877644536167;
40.08273442119157;
40.03924157189615;
39.87570845854537;
39.95660515823485;
39.958344872206666;
