cm3; 
20.533077261233988;
20.68565029035561;
20.53222010938499;
20.608506623945804;
20.582792068475865;
20.41221885052529;
20.359075435887423;
20.747365223483456;
20.44307631708921;
20.60593516839881;
20.49364827618009;
20.624792509076762;
20.372789865471386;
20.555363209307934;
20.501362642821068;
20.399361572790323;
20.591363586965844;
20.49364827618009;
20.643649849754716;
20.78679420853736;
20.546791690817955;
20.399361572790323;
20.53222010938499;
20.604220864700814;
20.4885053650861;
20.58107776477787;
20.675364468167636;
20.72165066801352;
20.258788669554672;
20.622221053529767;
20.680507379261623;
20.517648527952026;
20.619649597982775;
20.32393221007851;
20.511648465009042;
20.554506057458937;
20.567363335193903;
20.606792320247806;
20.426790431958253;
20.620506749831772;
20.46793372071015;
20.341075247058466;
20.508219857613053;
20.4885053650861;
20.528791501989;
20.539934476025973;
20.662507190432667;
20.682221682959618;
20.74993667903045;
20.52450574274401;
20.689078897751603;
20.662507190432667;
20.4893625169351;
20.577649157381877;
20.413933154223287;
20.648792760848703;
20.457647898522175;
20.691650353298595;
20.385647143206356;
20.382218535810363;
20.527077198291003;
20.337646639662474;
20.665078645979662;
20.515934224254032;
20.644507001603714;
20.543363083421966;
20.537363020478978;
20.522791439046014;
20.505648402066058;
20.449933531881197;
20.548505994515953;
20.55364890560994;
20.71736490876853;
20.527077198291003;
20.406218787582304;
20.575077701834886;
20.796222878876335;
20.40279018018631;
20.671935860771644;
20.312789236041535;
20.48079099844512;
20.59650649805983;
20.610220927643798;
20.37193271362239;
20.439647709693222;
20.58964928326785;
20.611935231341793;
20.659935734885675;
20.45250498742819;
20.869937937890153;
20.555363209307934;
20.599935105455824;
20.677935923714628;
20.571649094438893;
20.623935357227765;
20.52450574274401;
20.753365286426444;
20.562220424099916;
20.521934287197016;
20.647078457150705;
20.58536352402286;
20.590506435116847;
20.497934035425075;
20.599935105455824;
20.545934538968957;
20.485933909539106;
20.78336560114137;
20.527077198291003;
20.61707814243578;
20.507362705764052;
20.3273608174745;
20.403647332035312;
20.666792949677657;
20.59307789066384;
20.627363964623754;
20.655649975640685;
20.33593233596448;
20.435361950448232;
20.482505302143114;
20.474790935502135;
20.63764978681173;
20.595649346210834;
20.628221116472755;
20.438790557844225;
20.555363209307934;
20.579363461079875;
20.470505176257145;
20.669364405224652;
20.687364594053605;
20.506505553915055;
20.537363020478978;
20.756793893822433;
20.33593233596448;
20.542505931572965;
20.54507738711996;
20.530505805686996;
20.599077953606827;
20.6496499126977;
20.692507505147592;
20.53650586862998;
20.583649220324865;
20.59822080175783;
20.627363964623754;
20.643649849754716;
20.687364594053605;
20.61707814243578;
20.52793435014;
20.70193617548657;
20.466219417012155;
20.54936314636495;
20.767079716010407;
20.711364845825546;
20.586220675871857;
20.584506372173863;
20.537363020478978;
20.60507801654981;
20.57336339813689;
20.610220927643798;
20.614506686888788;
20.449933531881197;
20.3685041062264;
20.6093637757948;
20.430219039354245;
20.494505428029086;
20.740508008691474;
20.509934161311048;
20.639364090509726;
20.22707405114175;
20.515934224254032;
20.629078268321752;
20.684793138506613;
20.76622256416141;
20.314503539739533;
20.73450794574849;
20.577649157381877;
20.66165003858367;
20.583649220324865;
20.71736490876853;
20.58107776477787;
20.531362957535993;
20.578506309230878;
20.772222627104394;
20.510791313160045;
20.82279458619527;
20.381361383961366;
20.735365097597487;
20.462790809616163;
20.47650523920013;
20.484219605841112;
20.73879370499348;
20.34021809520947;
20.431076191203243;
20.58964928326785;
20.401075876488317;
20.604220864700814;
20.650507064546698;
20.663364342281668;
20.499648339123073;
20.79107996778235;
20.693364656996593;
20.53222010938499;
20.526220046442006;
20.62564966092576;
20.73879370499348;
20.531362957535993;
20.515934224254032;
20.75765104567143;
20.660792886734672;
20.59736364990883;
20.461933657767165;
20.71050769397655;
20.535648716780983;
20.665078645979662;
20.51250561685804;
20.662507190432667;
20.51336276870704;
20.81508021955429;
20.414790306072284;
20.548505994515953;
20.518505679801027;
20.318789298984523;
20.28278892132661;
20.48507675769011;
20.478219542898128;
20.503076946519062;
20.599077953606827;
20.726793579107508;
20.450790683730194;
20.588792131418852;
20.624792509076762;
20.509934161311048;
20.63764978681173;
20.47221947995514;
20.317074995286525;
20.390790054300343;
20.478219542898128;
20.74222231238947;
20.74136516054047;
20.608506623945804;
20.683935986657616;
20.54936314636495;
20.377075624716376;
20.55364890560994;
20.539934476025973;
20.59222073881484;
20.695078960694588;
20.55364890560994;
20.66165003858367;
20.566506183344906;
20.425933280109255;
20.52021998349902;
20.4087902431293;
20.55707751300593;
20.523648590895014;
20.635935483113734;
20.584506372173863;
20.582792068475865;
20.21507392525578;
20.334218032266484;
20.501362642821068;
20.633364027566742;
20.462790809616163;
20.287931832420597;
20.433647646750238;
20.486791061388104;
20.59307789066384;
20.6899360496006;
20.58536352402286;
20.5699347907409;
20.528791501989;
20.459362202220174;
20.491076820633094;
20.539077324176976;
20.541648779723968;
20.539934476025973;
20.616220990586783;
20.567363335193903;
20.635935483113734;
20.450790683730194;
20.59736364990883;
20.59307789066384;
20.385647143206356;
20.42764758380725;
20.656507127489682;
20.555363209307934;
20.60079225730482;
20.47650523920013;
20.89565249336009;
20.545934538968957;
20.628221116472755;
20.60164940915382;
20.773936930802392;
20.466219417012155;
20.53650586862998;
20.568220487042904;
20.63250687571774;
20.669364405224652;
20.482505302143114;
20.4885053650861;
20.821080282497274;
20.4885053650861;
20.56564903149591;
20.695936112543585;
20.477362391049127;
20.63764978681173;
20.608506623945804;
20.44479062078721;
20.68307883480862;
20.59222073881484;
20.414790306072284;
20.582792068475865;
20.53393441308299;
20.541648779723968;
20.51336276870704;
20.49621973172708;
20.390790054300343;
20.434504798599235;
20.619649597982775;
20.640221242358724;
20.475648087351132;
20.654792823791688;
20.753365286426444;
20.373647017320387;
20.527077198291003;
20.4079330912803;
20.63850693866073;
20.656507127489682;
20.736222249446485;
20.495362579878083;
20.660792886734672;
20.442219165240214;
20.474790935502135;
20.760222501218426;
20.642792697905715;
20.50050549097207;
20.333360880417487;
20.627363964623754;
20.591363586965844;
20.53393441308299;
20.56136327225092;
20.46879087255915;
20.325646513776505;
20.57422054998589;
20.606792320247806;
20.443933468938212;
20.502219794670065;
20.633364027566742;
20.59222073881484;
20.61707814243578;
20.49193397248209;
20.60164940915382;
20.31536069158853;
20.66165003858367;
20.624792509076762;
20.459362202220174;
20.639364090509726;
20.4885053650861;
20.47221947995514;
20.294789047212582;
20.566506183344906;
20.55364890560994;
20.5699347907409;
20.333360880417487;
20.485933909539106;
20.522791439046014;
20.473933783653138;
20.618792446133778;
20.567363335193903;
20.62136390168077;
20.40450448388431;
20.60593516839881;
20.79022281593335;
20.42421897641126;
20.431076191203243;
20.640221242358724;
20.495362579878083;
20.5699347907409;
20.582792068475865;
20.68565029035561;
20.56050612040192;
20.57336339813689;
20.58107776477787;
20.59222073881484;
20.887938126719106;
20.622221053529767;
20.551077450062945;
20.41221885052529;
20.827937497289255;
20.550220298213947;
20.554506057458937;
20.523648590895014;
20.40279018018631;
20.57250624628789;
20.577649157381877;
20.54079162787497;
20.929938567320004;
20.53650586862998;
20.701079023637572;
20.633364027566742;
20.623078205378764;
20.646221305301708;
20.4490763800322;
20.58964928326785;
20.575077701834886;
20.38393283950836;
20.720793516164523;
20.537363020478978;
20.38736144690435;
20.588792131418852;
20.44050486154222;
20.832223256534245;
20.386504295055353;
20.521934287197016;
20.470505176257145;
20.633364027566742;
20.66165003858367;
20.455076442975184;
20.65736427933868;
20.651364216395695;
20.446504924485204;
20.623935357227765;
20.317932147135522;
20.435361950448232;
20.463647961465163;
20.448219228183202;
20.437933405995224;
20.555363209307934;
20.52107713534802;
20.51679137610303;
20.575077701834886;
20.39593296539433;
20.56136327225092;
20.54936314636495;
20.595649346210834;
20.59822080175783;
20.680507379261623;
20.68307883480862;
20.52450574274401;
20.43193334305224;
20.434504798599235;
20.68565029035561;
20.651364216395695;
20.4490763800322;
20.483362453992115;
20.59307789066384;
20.701079023637572;
20.498791187274076;
20.53222010938499;
20.320503602682518;
20.515934224254032;
20.56564903149591;
20.473933783653138;
20.46793372071015;
