cm3; 
288.6860208438174;
301.7203358067002;
295.7985958413379;
297.5639971925139;
296.86432369112924;
287.9261105509227;
301.70643500865935;
302.1327261485759;
307.79961814985774;
294.37608084183375;
306.6782871079034;
302.1651613440044;
300.0059040483402;
300.4090271915221;
296.3824293590497;
307.4196630034104;
306.82192868765776;
292.85162665669753;
302.5960860832678;
299.84372807119803;
303.4069659689786;
300.6314399601742;
302.55901728849244;
302.415375708738;
305.10286332995094;
293.565200956123;
303.0733468160005;
297.59179878859544;
293.5188649626538;
298.5046178599385;
290.8174765434001;
294.52435602093516;
291.9341739860076;
289.2096175700193;
302.46634530155404;
301.3913502530689;
299.99200325029943;
311.53893282282115;
290.50239178780964;
295.4510758903189;
300.79824953666326;
298.6853282344683;
305.895208818274;
302.84166684865454;
300.6777759536434;
295.13599113472844;
298.16173150826654;
293.5559337574292;
297.2906148310458;
300.6916767516842;
291.52641724347876;
295.3537703040337;
294.81163918044416;
300.4970655791136;
307.2343190295336;
293.3010857933486;
297.2998820297396;
292.64774828543307;
304.83411456782966;
306.14078958366076;
307.9942293224283;
299.8576288692388;
307.5679381825118;
305.54768886725515;
292.1287851585782;
299.77885768034116;
292.5133739043724;
295.3120679099114;
297.6010659872893;
299.81129287576965;
302.2485661322489;
298.8058018174882;
301.8732445851485;
300.932623917724;
297.791043560513;
297.8837155474514;
304.2827162455463;
301.0206623053154;
305.4179480855414;
298.24050269716406;
301.60449582302715;
301.956649373393;
298.588022648183;
298.6343586416522;
292.62458028869844;
301.38671665372203;
297.6335011827178;
306.8497302837393;
300.25148481372685;
300.21904961829847;
308.60586443622157;
308.6800020257723;
297.53156199708553;
299.8298272731573;
299.6352161005867;
307.9432597296121;
294.8626087732603;
295.28889991317686;
301.29867826613054;
300.64997435756186;
295.9839398152147;
300.18198082352313;
303.97226508930277;
299.3247649443431;
294.4363176333438;
291.86466999580375;
295.6503206622365;
299.1903905632825;
303.6988827278345;
294.32974484836456;
307.1926166354113;
298.99114579136494;
296.3824293590497;
300.4507295856444;
291.85076919776304;
296.6928805152932;
295.6920230563587;
289.24668636479464;
311.6594064058411;
291.2947372761328;
303.7405851219568;
296.3824293590497;
294.4502184313845;
298.416579472347;
301.70643500865935;
295.0757543432186;
304.62560259721823;
305.8859416195802;
299.03284818548724;
304.8248473691358;
293.84321691693816;
303.87959310236437;
300.8816543249078;
302.2531997315958;
301.1828382824576;
294.589226411792;
306.92386787329;
291.5403180415194;
302.39220771200337;
301.32184626286517;
295.4742438870536;
296.64191092247717;
296.44729974990656;
292.1890219500881;
295.8402982354601;
292.9257642462482;
301.331113461559;
300.3626911980529;
300.3719583967468;
307.95716052765295;
304.4958618155045;
295.27499911513604;
307.9849621237345;
305.0796953332163;
304.58390020309605;
306.37710315035355;
301.9751837707807;
300.1773472241762;
305.98324720586555;
298.71776342989676;
298.0597923226343;
297.23037803953576;
300.9140895203363;
298.53241945602;
290.6970029603802;
297.88834914679825;
302.16052774465743;
297.48985960296324;
305.17236732015465;
298.9262754005081;
305.41331448619445;
309.8662034585835;
300.22831681699233;
299.4545057260568;
300.64997435756186;
293.76444572804047;
297.5732643912078;
300.1588128267885;
297.9578531370021;
298.76409942336596;
301.97981737012765;
299.78812487903497;
299.0745505796095;
299.5425441136483;
291.12329410029673;
295.3954726981559;
292.768221868453;
293.89882010910117;
295.4047398968498;
306.6273175150872;
307.19725023475826;
308.7356052179353;
305.668162450275;
297.02649966827136;
