cm4; 
101.16366301775373;
100.90576184968452;
99.09584829519879;
99.8649464214052;
98.65833738508137;
99.78204961738295;
99.10505905120125;
98.51557066704305;
101.22813830977104;
101.00247478771048;
99.07742678319384;
101.03010705571789;
98.85636863913452;
101.55972552586003;
98.54320293505047;
99.6484936553471;
103.0933164002716;
98.3175394129899;
99.22479887923339;
100.76760050964744;
100.0583722974571;
97.9721360628972;
100.17811212548924;
100.52351547558193;
102.80317758619374;
98.14253504894295;
99.57480760732733;
98.96689771116418;
99.07282140519261;
99.60704525333598;
100.36232724553868;
100.44982942756216;
101.55972552586003;
101.67946535389217;
98.16095656094788;
100.89194571568082;
100.56496387759306;
98.7780772131135;
101.7992051819243;
98.63991587307642;
100.03995078545216;
101.22353293176981;
101.88210198594655;
98.89781704114564;
98.38662008300845;
101.50906636784643;
101.5689362818625;
99.23400963523586;
100.16890136948676;
101.8498643399379;
98.37280394900473;
99.99850238344104;
98.52938680104677;
99.39059248727789;
96.27275158044114;
100.4682509395671;
99.15111283121362;
98.7780772131135;
100.13205834547688;
99.60704525333598;
98.67215351908507;
99.33532795126305;
99.47809466930137;
97.39646381274271;
98.76886645711103;
98.57544058105913;
99.06361064919014;
98.43727924102204;
99.80968188539036;
100.34851111153498;
99.43204088928901;
101.21432217576734;
99.42743551128778;
103.40187672635442;
99.28006341524822;
98.72281267709867;
99.89718406741385;
99.98008087143609;
100.11363683347193;
99.70836356936317;
98.00437370890586;
98.943870821158;
101.65183308588475;
98.87479015113946;
99.37217097527295;
100.54193698758688;
97.0234281946426;
98.66754814108384;
98.65833738508137;
100.08139918746329;
104.65914492069184;
101.00247478771048;
99.0590052711889;
98.62609973907271;
100.48667245157205;
98.29451252298372;
99.84652490940024;
100.99326403170801;
101.32024586979576;
99.29387954925193;
97.43791221475384;
96.35104300646215;
102.6189624661443;
98.18398345095406;
96.60433879653013;
99.73139045936935;
98.88860628514317;
101.63801695188104;
100.35772186753744;
99.57020222932609;
96.15761713041024;
103.72885856444218;
98.42806848501957;
99.66230978935081;
97.7648940528416;
101.17287377375621;
102.8998905242197;
99.84191953139901;
97.64975960281069;
99.96626473743238;
98.43267386302081;
100.41759178155351;
98.03200597691328;
100.18732288149171;
99.86955179940642;
102.70646464816778;
101.76696753591565;
97.92147690488362;
99.02216224717901;
100.47285631756834;
100.36693262353991;
99.4688839132989;
97.09711424266237;
99.50112155930755;
98.34056630299608;
100.05376691945587;
98.47412226503194;
100.98405327570553;
100.64786068161531;
98.75505032310733;
98.40964697301463;
101.54590939185633;
100.66628219362025;
98.68136427508755;
98.98992460117036;
99.31690643925812;
99.80968188539036;
99.93402709142373;
100.33008959953003;
99.24782576923957;
98.58004595906036;
100.47746169556957;
99.7498119713743;
100.06297767545834;
98.73662881110238;
99.6484936553471;
98.80570948112091;
98.8793955291407;
101.23734906577351;
101.66104384188722;
95.57273412425327;
100.55575312159058;
97.23067020469821;
98.45570075302699;
98.25306412097261;
100.84589193566845;
98.87479015113946;
101.20971679776609;
99.59322911933226;
100.16890136948676;
98.80570948112091;
99.23400963523586;
100.2241659055016;
99.98008087143609;
96.81618618458698;
97.98134681889968;
98.68596965308879;
102.58672482013566;
99.05439989318766;
99.07282140519261;
98.1885888289553;
97.00500668263766;
96.46157207849181;
98.0734543789244;
99.97087011543363;
100.06758305345957;
100.97484251970306;
100.25179817350902;
100.10442607746947;
100.9426048736944;
100.32087884352755;
97.99055757490216;
99.74520659337306;
101.11760923774138;
100.37614337954238;
99.66230978935081;
97.45172834875754;
100.64786068161531;
99.33532795126305;
100.59720152360171;
99.31230106125687;
101.99263105797621;
96.53986350451282;
97.94910917289103;
97.0879034866599;
100.07218843146082;
100.43140791555722;
99.06821602719137;
99.98468624943733;
98.50635991104058;
99.1372966972099;
100.173506747488;
97.32738314272417;
101.36629964980811;
98.4188577290171;
99.90639482341632;
99.33532795126305;
102.16303004402194;
98.55701906905418;
101.49525023384273;
98.56162444705541;
97.78792094284778;
101.22353293176981;
98.06424362292194;
99.38138173127541;
98.3037232789862;
97.5346251527798;
101.97420954597126;
100.84589193566845;
99.38598710927666;
100.48667245157205;
99.90178944541508;
100.583385389598;
101.59656854986991;
97.99516295290339;
99.28466879324947;
101.09918772573643;
100.3024573315226;
99.45506777929519;
98.99452997917159;
96.75171089256968;
98.943870821158;
101.9143396319552;
98.9300546871543;
99.56559685132486;
97.58528431079338;
99.31690643925812;
101.30642973579205;
98.74583956710485;
98.79189334711721;
99.64388827734587;
99.08203216119507;
99.06361064919014;
98.67675889708632;
100.39456489154733;
98.88400090714194;
98.9300546871543;
99.51033231531002;
99.15111283121362;
100.88273495967834;
98.68136427508755;
101.08997696973397;
97.83858010086136;
96.85302920859687;
97.18001104668463;
100.84589193566845;
99.55178071732115;
98.76886645711103;
99.62086138733969;
101.1452415057488;
99.37677635327418;
98.84715788313204;
99.92021095742003;
97.73726178483417;
98.27609101097879;
97.74647254083665;
100.2886411975189;
98.15635118294665;
98.52478142304552;
98.61688898307024;
96.68723560055237;
99.07282140519261;
100.03534540745092;
99.2386150132371;
99.94784322542743;
100.73075748563755;
98.99452997917159;
101.19129528576116;
97.85239623486507;
99.1879558552235;
98.10108664693182;
102.964365816237;
101.82223207193049;
100.12745296747565;
98.90242241914687;
99.763628105378;
98.943870821158;
97.75568329683912;
96.96355828062653;
99.06361064919014;
98.99913535717283;
98.58465133706159;
99.82810339739531;
99.63928289934464;
98.8793955291407;
98.25766949897384;
100.21956052750036;
100.3254842215288;
98.05963824492069;
101.12681999374385;
98.67675889708632;
97.83858010086136;
100.96102638569936;
99.27085265924575;
98.55241369105295;
99.1096644292025;
100.42219715955474;
99.73599583737058;
99.85113028740149;
103.19002933829756;
100.4037756475498;
97.92147690488362;
97.94910917289103;
98.62149436107148;
101.43538031982666;
99.4688839132989;
101.55512014785879;
99.22940425723463;
99.09124291719755;
100.1090314554707;
100.27943044151642;
101.28340284578587;
96.56749577252025;
98.70439116509372;
100.44061867155969;
97.75107791883788;
100.6985198396289;
100.33008959953003;
100.77681126564991;
97.27211860670934;
97.5991004447971;
101.09918772573643;
99.58862374133103;
98.84715788313204;
97.47475523876372;
100.095215321467;
98.65373200708014;
100.59720152360171;
98.85176326113329;
99.66230978935081;
99.39519786527913;
99.57941298532856;
99.54256996131868;
101.19129528576116;
100.8781295816771;
98.81952561512463;
99.74060121537183;
99.92021095742003;
99.37677635327418;
99.63467752134339;
99.28006341524822;
98.23924798696889;
100.31627346552632;
97.7280510288317;
99.09124291719755;
99.1741397212198;
98.94847619915923;
102.06171172799475;
99.14650745321238;
97.47475523876372;
98.51557066704305;
98.63991587307642;
99.00374073517406;
98.91163317514935;
99.8649464214052;
100.2748250635152;
100.7123359736326;
100.51430471957947;
98.74123418910362;
98.62609973907271;
100.81825966766104;
98.33135554699362;
102.00644719197992;
100.09982069946822;
100.0583722974571;
99.9432378474262;
99.2386150132371;
100.80444353365733;
98.7136019210962;
99.03597838118272;
98.7136019210962;
98.84255250513081;
100.79523277765486;
99.73599583737058;
102.39790432208498;
99.47348929130014;
102.10316013000588;
100.7123359736326;
99.16953434321856;
100.13205834547688;
100.70312521763015;
97.32277776472294;
101.41235342982048;
100.00771313944351;
99.42743551128778;
100.86891882567464;
97.99976833090463;
96.01024503437068;
102.144608532017;
99.74060121537183;
99.33072257326182;
100.5189100975807;
99.33072257326182;
99.95244860342868;
101.56433090386126;
99.64388827734587;
101.19590066376239;
101.10379310373767;
99.40901399928283;
100.55114774358935;
100.21034977149789;
101.96960416797003;
101.02089629971542;
97.73726178483417;
99.01295149117654;
98.4695168870307;
98.5201760450443;
100.54654236558811;
101.78538904792059;
102.17684617802566;
100.4037756475498;
99.06821602719137;
99.84191953139901;
102.89528514621846;
97.59449506679586;
100.13666372347812;
97.52541439677732;
98.3543824369998;
99.61165063133721;
99.50112155930755;
99.52875382731497;
100.03534540745092;
93.91019266580709;
100.13205834547688;
100.173506747488;
98.7642610791098;
95.98261276636327;
100.08139918746329;
100.5695692555943;
101.66564921988845;
98.09648126893057;
99.42283013328654;
98.37740932700598;
100.17811212548924;
97.80173707685148;
98.76886645711103;
101.61038468387362;
100.7629951316462;
102.144608532017;
99.29848492725317;
98.27609101097879;
101.36169427180688;
99.59783449733351;
98.8287363711271;
99.74060121537183;
100.62022841360789;
98.97610846716665;
100.68930908362643;
102.73870229417643;
99.48730542530384;
101.76236215791441;
99.20637736722846;
98.943870821158;
98.04121673291574;
100.72615210763632;
100.53733160958565;
99.90639482341632;
98.24845874297137;
97.95371455089227;
98.35898781500103;
98.81952561512463;
101.52748787985138;
98.70439116509372;
97.7787101868453;
99.89718406741385;
100.79523277765486;
98.45109537502574;
100.13205834547688;
97.91687152688237;
97.14316802267473;
98.74123418910362;
99.62086138733969;
97.35962078873283;
101.81302131592801;
100.33469497753126;
100.36232724553868;
96.3832806524708;
98.29911790098497;
100.50969934157823;
98.42346310701834;
101.29721897978958;
99.59783449733351;
101.30642973579205;
98.76886645711103;
99.07742678319384;
100.13666372347812;
96.53065274851035;
101.02550167771666;
99.61165063133721;
102.58211944213441;
98.3037232789862;
98.10569202493305;
99.39059248727789;
98.3543824369998;
96.86684534260058;
99.16492896521733;
98.16556193894912;
101.48143409983902;
98.96689771116418;
99.59322911933226;
101.18668990775991;
101.95578803396633;
97.50699288477237;
99.64388827734587;
99.1234805632062;
101.80381055992554;
99.72217970336688;
99.31230106125687;
101.40314267381801;
99.64388827734587;
99.73139045936935;
100.48206707357082;
101.1222146157426;
98.63991587307642;
99.80968188539036;
100.60180690160294;
99.73599583737058;
101.23274368777227;
99.70375819136193;
99.54256996131868;
100.06297767545834;
101.40314267381801;
100.59720152360171;
100.2748250635152;
101.65183308588475;
98.7274180550999;
101.98802567997498;
99.03597838118272;
98.85636863913452;
98.79189334711721;
99.25243114724081;
98.7780772131135;
97.87542312487126;
102.54988179612576;
99.61165063133721;
98.73662881110238;
98.1379296709417;
100.89655109368205;
98.77347183511228;
99.29387954925193;
100.42680253755599;
99.89718406741385;
103.11634329027778;
101.02550167771666;
99.21558812323092;
100.65246605961654;
100.0445561634534;
100.21956052750036;
98.98992460117036;
100.60641227960419;
99.21098274522969;
100.36232724553868;
100.60180690160294;
99.38598710927666;
98.13332429294047;
98.78268259111474;
100.18732288149171;
100.69391446162767;
98.40964697301463;
99.16492896521733;
100.43601329355846;
101.99263105797621;
100.09060994346575;
98.22082647496396;
98.39583083901091;
101.14984688375003;
97.98595219690091;
100.85510269167092;
97.04645508464878;
98.04582211091699;
101.06234470172654;
96.76552702657338;
99.46427853529767;
99.63007214334216;
97.52541439677732;
100.42680253755599;
102.60054095413936;
100.63864992561284;
97.1523787786772;
101.7485460239107;
100.7353628636388;
103.13476480228273;
98.80570948112091;
99.7129689473644;
100.88734033767957;
98.17016731695036;
97.45633372675879;
101.9143396319552;
99.9938970054398;
101.61499006187486;
99.26624728124452;
97.13395726667227;
100.82747042366351;
101.32024586979576;
100.00310776144227;
99.0083461131753;
98.80570948112091;
100.65246605961654;
100.1090314554707;
101.21892755376857;
99.25243114724081;
96.89908298860922;
99.85573566540272;
98.7274180550999;
100.74457361964126;
97.92608228288485;
96.93592601261912;
98.68136427508755;
95.7569492443027;
98.27148563297754;
100.70773059563138;
98.66294276308261;
99.7498119713743;
99.26624728124452;
98.97610846716665;
97.21224869269328;
98.23464260896766;
97.66818111481564;
97.58988968879463;
99.18335047722228;
98.0734543789244;
100.34390573353373;
98.20240496295901;
99.33532795126305;
101.66564921988845;
98.04582211091699;
100.21495514949913;
101.32945662579823;
100.15047985748183;
96.61815493053383;
97.93529303888732;
98.32214479099115;
97.82476396685766;
99.92481633542126;
101.20050604176362;
96.47078283449429;
97.84779085686384;
100.98405327570553;
100.48206707357082;
98.533992179048;
99.9938970054398;
99.1372966972099;
97.54383590878227;
100.82747042366351;
99.26624728124452;
98.9300546871543;
100.38995951354609;
98.90702779714812;
98.7780772131135;
98.96689771116418;
98.77347183511228;
100.01692389544598;
98.8287363711271;
99.5057269373088;
97.22606482669698;
98.7780772131135;
97.80634245485271;
102.11237088600835;
99.19716661122598;
98.46030613102822;
99.20637736722846;
99.3399333292643;
99.49651618130632;
99.33072257326182;
99.07282140519261;
98.47412226503194;
98.23003723096643;
100.67088757162149;
100.55575312159058;
99.72678508136812;
95.77997613430888;
99.02676762518024;
100.42219715955474;
99.98468624943733;
98.68136427508755;
97.83858010086136;
97.72344565083047;
97.35962078873283;
99.95705398142991;
97.55304666478473;
99.93402709142373;
99.41361937728406;
96.69184097855361;
101.61038468387362;
99.60704525333598;
99.52875382731497;
97.9306876608861;
100.26561430751272;
97.56686279878845;
101.00708016571171;
98.54320293505047;
102.15842466602071;
97.70041876082429;
100.55114774358935;
