cm3; 
97.83733094292407;
98.72698201753249;
98.75015001426708;
101.8268599806212;
97.0820542493763;
97.97633892333164;
101.00207929686964;
100.80746812429905;
101.89173037147806;
100.11706182160815;
99.32471633328502;
99.0513339718168;
100.98354489948197;
100.07072582813895;
96.31287675778778;
99.86684745687452;
98.83355480251163;
98.96329558422535;
100.82600252168672;
98.79648600773628;
99.53786190324328;
99.26447954177507;
100.21436740789343;
99.00963157769453;
99.17644115418362;
100.27460419940338;
98.00877411876007;
100.26533700070955;
98.14314849982071;
99.22741074699972;
97.33690221345684;
97.19789423304927;
97.87903333704634;
97.73075815794493;
99.86684745687452;
101.02988089295116;
97.09595504741705;
98.89379159402156;
101.51640882437763;
100.48774976936166;
101.78052398715201;
102.22998312380314;
96.16923517803329;
98.5092028482273;
100.08462662617971;
100.83990331972748;
102.08170794470173;
101.30326325441936;
99.59809869475323;
100.99744569752272;
99.41275472087648;
99.39885392283573;
101.29399605572553;
100.70552893866683;
99.52859470454945;
98.55090524234957;
100.23753540462803;
98.49066845083962;
97.45274219712981;
100.28850499744414;
98.86598999794005;
99.07913556789832;
101.36813364527623;
97.95317092659704;
97.55468138276203;
101.85929517604963;
100.27460419940338;
99.70003788038545;
100.93720890601277;
101.13182007858337;
97.71685735990418;
98.96329558422535;
99.23667794569356;
100.01048903662901;
99.73247307581387;
99.20887634961205;
100.56188735891234;
99.67686988365085;
98.69454682210406;
100.79820092560522;
97.7214909592511;
97.80952934684255;
99.93635144707831;
98.72234841818558;
99.95488584446598;
101.15962167466488;
98.06901091027001;
96.42408314211383;
100.37190978568867;
98.82428760381778;
99.71857227777312;
99.89001545360912;
97.68905576382267;
99.6907706816916;
98.19875169198374;
100.13559621899581;
100.78430012756445;
97.8187965455364;
99.85758025818069;
98.2636220828406;
99.75100747320155;
97.53151338602743;
102.04000555057947;
98.59260763647184;
98.2636220828406;
98.68527962341022;
99.59809869475323;
99.98732103989441;
98.57407323908417;
96.82257268594884;
101.10401848250186;
98.05047651288234;
101.04841529033882;
97.58711657819045;
98.00414051941316;
99.0235323757353;
101.00671289621656;
101.47934002960228;
99.97805384120058;
100.30703939483182;
100.89087291254359;
100.6452921471569;
97.93927012855629;
101.49787442698995;
102.41532709767989;
99.73247307581387;
99.14400595875519;
102.49409828657751;
97.26739822325305;
100.83063612103365;
100.58968895499386;
98.94476118683768;
100.51555136544316;
99.1996091509182;
99.64443468822242;
101.1874232707464;
98.8752571966339;
99.5146939065087;
99.01889877638837;
99.66760268495702;
102.61920546894432;
99.4915259097741;
99.23204434634664;
99.99195463924133;
99.13937235940827;
101.1874232707464;
100.28850499744414;
98.85672279924621;
100.4043449811171;
103.07329820494236;
100.19119941115885;
100.65919294519765;
98.71308121949173;
100.8445369190744;
99.25057874373432;
98.3840956658605;
99.71857227777312;
99.70467147973237;
100.5989561536877;
100.53408576283084;
99.72320587712004;
98.9493947861846;
98.8752571966339;
98.19875169198374;
101.56737841719374;
99.30154833655043;
99.83904586079301;
101.05768248903267;
103.07793180428928;
102.123410338824;
101.09475128380802;
100.4043449811171;
99.20424275026512;
99.18570835287746;
99.32471633328502;
100.72406333605451;
99.37568592610113;
98.81038680577703;
100.08462662617971;
98.98646358095995;
96.70209910292895;
101.74808879172357;
99.15790675679594;
98.99109718030687;
101.88246317278423;
100.3765433850356;
97.8697661383525;
100.99744569752272;
100.3024057954849;
96.0997311878295;
100.13559621899581;
98.95402838553152;
101.78052398715201;
98.84282200120546;
101.5349432217653;
97.24423022651845;
96.94767986831565;
98.71308121949173;
102.45702949180216;
98.19875169198374;
101.0437816909919;
100.57578815695311;
98.81965400447086;
97.93927012855629;
99.77417546993615;
101.34033204919471;
99.13937235940827;
98.5601724410434;
99.4683579130395;
100.51555136544316;
99.75564107254847;
100.91404090927819;
100.0336570333636;
99.06986836920449;
97.83269734357715;
97.2812990212938;
