cm3; 
50.135673518224486;
50.085101559133605;
50.0499583333247;
50.13910212562048;
50.04052966298571;
50.14681649226145;
49.94967156699194;
50.03624390374073;
49.95052871884095;
49.96252884472692;
49.97367181876388;
50.09195877392559;
50.02252947415677;
50.03110099264675;
50.0062435890258;
50.229960221614256;
50.050815485173686;
49.95824308548192;
50.097958836868585;
50.05252978887169;
49.932528530011986;
50.003672133478815;
49.98310048910287;
49.84252758586722;
49.953100174387934;
50.05338694072069;
49.960814541028924;
50.0868158628316;
50.17681680697638;
50.04310111853272;
50.09024447022759;
50.075672888794635;
50.076530040643625;
50.10910181090554;
49.97195751506589;
49.92052840412601;
50.13910212562048;
49.841670434018205;
49.935957137407975;
50.13910212562048;
50.004529285327806;
49.952243022538944;
50.11767332939552;
49.940242896652975;
49.98138618540487;
49.97452897061289;
50.025100929703754;
50.063672762908666;
50.05767269996567;
49.95395732623694;
49.953100174387934;
49.9711003632169;
49.99252915944184;
50.067958522153646;
49.94967156699194;
49.987386248347846;
49.98224333725386;
49.90509967084405;
49.96852890766989;
50.00281498162981;
49.97710042615987;
49.93767144110597;
50.19395984395634;
49.995100614988836;
50.08338725543561;
49.98824340019686;
50.025100929703754;
49.98995770389485;
50.136530670073476;
50.09967314056658;
50.04138681483472;
50.0499583333247;
50.0473868777777;
50.101387444264574;
50.04052966298571;
49.99167200759285;
49.95910023733093;
50.0456725740797;
49.96338599657591;
50.11595902569753;
50.08595871098261;
49.91795694857903;
50.02338662600576;
50.18367402176837;
50.15881661814742;
49.95824308548192;
50.004529285327806;
50.06538706660666;
49.89652815235407;
49.96852890766989;
50.04481542223071;
50.032815296344744;
49.95824308548192;
50.04224396668371;
50.075672888794635;
50.071387129549635;
49.95052871884095;
49.82195594149127;
50.05767269996567;
50.13395921452649;
50.01824371491177;
50.11595902569753;
50.162245225543415;
50.105673203509554;
50.06881567400266;
49.931671378162996;
50.11681617754653;
49.95138587068993;
50.032815296344744;
49.97710042615987;
49.98995770389485;
50.157102314449425;
50.12538769603651;
50.09881598871757;
49.90681397454205;
50.09967314056658;
49.95567162993493;
50.025100929703754;
49.93681428925698;
49.93424283370998;
50.029386688948755;
50.10310174796257;
49.92481416337101;
50.020815170458775;
50.24367465119822;
50.13824497377147;
50.02767238525075;
49.94281435219996;
49.940242896652975;
50.14595934041246;
50.145102188563456;
49.89995675975006;
50.03110099264675;
49.97367181876388;
50.105673203509554;
49.95824308548192;
50.11424472199953;
50.013100803817785;
50.067958522153646;
49.90338536714606;
49.99767207053582;
50.11681617754653;
50.127101999734506;
49.871670748733145;
49.77224113424939;
50.03452960004274;
49.95052871884095;
50.03967251113673;
49.95481447808593;
49.94710011144495;
50.0499583333247;
49.96424314842491;
50.024243777854764;
49.99767207053582;
49.91624264488103;
50.07052997770065;
49.97024321136789;
50.11167326645255;
50.13738782192248;
50.1262448478855;
49.89224239310909;
50.05338694072069;
50.033672448193734;
50.12538769603651;
50.0911016220766;
50.10653035535856;
