vm1; 
31.829824902762624;
26.290098145254603;
36.66946474935977;
26.28751062144436;
36.01223370155615;
29.848428545063356;
36.7551764755743;
27.58644757419007;
35.96193870749441;
29.353241175876686;
30.075160318936554;
32.218600355252754;
25.53761387718616;
36.29314175520646;
30.022924682017123;
36.94180163038862;
26.84738608588729;
24.8933204484338;
36.34796491593614;
30.419624426176142;
36.54170576122865;
29.234700241319587;
24.937631793684336;
35.79277933839928;
27.24068970504536;
25.271260644968503;
36.701161916035325;
29.708217098595416;
32.383069837441795;
34.50047291541735;
30.296070164236685;
35.08169545129484;
31.955319807559764;
25.94029727015638;
36.81161683868539;
29.059072062698842;
25.002805049655024;
36.642457469590276;
26.92630556209993;
25.71971086533253;
36.68967977912734;
29.053573574602066;
31.273992444273205;
36.45372995168014;
30.632771700045524;
34.73060081429149;
32.55659565296671;
30.64279835481024;
36.50483354693258;
28.877945395981314;
27.503161651547632;
36.89991608871019;
28.737733949513366;
24.294470406598965;
36.485265398117555;
26.377750514326838;
25.335301859272203;
36.0736873920496;
28.95735003290837;
31.698993230106836;
36.52278449336619;
29.889020324836668;
35.231771832289375;
32.16862880166729;
30.11963338442523;
36.35281652308036;
29.43571849732842;
27.25783205028827;
36.25804846352994;
28.620648497099538;
24.904802585341788;
35.78226752292014;
26.659628889405997;
26.18029010355711;
35.63558726692657;
28.49531531254053;
30.451159872613573;
36.230879463522314;
29.276424062759876;
34.146305593889316;
33.905504159297884;
30.398115634503437;
35.497478183554456;
32.062540325447024;
29.272219336568224;
36.6143181481538;
29.987346229626183;
26.814556877544742;
36.5295767433681;
29.35227085444784;
25.042911668713902;
36.56450831480648;
26.528312056035787;
27.1075939490556;
35.95579333844507;
27.72245429446636;
26.042827901137553;
36.84153508274141;
29.175348913921965;
31.99477954566609;
36.29362691592088;
30.202110705876965;
34.86660753456778;
31.58659766459908;
26.728683431092055;
36.80272222558765;
28.89719010432005;
26.718333335851053;
36.102797034914914;
27.06813421094928;
27.865414984982692;
35.76884474315447;
28.825871479300023;
31.633819974136156;
36.26484071353185;
30.23235239040927;
35.576397659767096;
31.672956271766186;
26.828788258501117;
37.01586949945703;
28.89298537812839;
27.244409270522596;
36.4508189873936;
26.759086835862494;
27.077352264523295;
36.59539688029134;
28.714607955459254;
30.090038580845498;
37.30421668406182;
30.190143408254556;
34.828441558366585;
32.16911396238171;
29.153031521058562;
36.285864344490136;
29.3270424972979;
27.389148883658475;
36.82342241606966;
27.021558782364778;
28.250147431519306;
36.18139307065127;
28.38372834822348;
30.95653561680311;
36.27292672543888;
30.365771586875308;
34.736422742864555;
31.68152744438765;
27.889996461180072;
36.27874865401194;
29.290978884192537;
27.10031653833927;
36.431250838578585;
26.689870573938297;
26.301256841686314;
36.4094186064296;
29.549731265217577;
31.75009682535928;
36.366886183798606;
30.169604938010696;
35.486319487122756;
31.77435486108038;
26.897681079949034;
36.89474104108969;
28.958158634099075;
25.62478108554397;
36.33049913021696;
27.033849520463463;
26.33570325241027;
36.34020234450539;
29.48504316996132;
31.01524006324816;
35.90921790986055;
29.52676699140161;
35.63089738002049;
31.63349653365987;
29.128126604384903;
36.17686490398333;
28.79126334833792;
27.61652753848423;
36.65992325530946;
26.971425508541174;
25.408399406911773;
36.29378863615903;
27.219180913372643;
25.799924103450294;
36.50871483264795;
28.74371759832457;
28.528791401835647;
36.75566163628873;
30.012251146299842;
32.833460700663515;
34.338429236800415;
30.83395167629249;
34.790437302403525;
32.12350885522604;
27.639168371823917;
36.32144279688108;
28.928563830519337;
27.384297276514257;
37.24308643404465;
27.19783384193809;
26.110750401156622;
36.491734207643184;
27.327210032450605;
25.675561240320132;
36.515668802887994;
29.107102973426617;
31.674735194385743;
36.46650585049324;
30.101035557039058;
34.83814477265502;
32.08954760521651;
30.051872604644302;
36.16764685040932;
29.60406926523284;
27.213035544323304;
36.46521208858812;
27.60375163967112;
26.042666180899406;
35.91229059438523;
27.232603693138326;
25.019947394897926;
37.11015239829304;
29.185860729401114;
31.84163048014689;
35.995414796789525;
30.012412866537982;
35.198134022756115;
31.64400834913901;
26.927437603766915;
36.6461770350675;
29.032388223405633;
26.692619817986692;
36.11427917182291;
26.85951510374784;
27.47146448487207;
35.81930145745435;
28.992766765061177;
29.028830378166543;
36.52294621360433;
30.014515229633812;
33.88156956405307;
33.075070736445646;
30.441133217848847;
35.897088892000006;
29.494099503297193;
27.6681162944511;
36.10506111824889;
27.553618365847512;
26.682108002507547;
35.854718189607155;
27.74752093137816;
26.696824544178344;
36.715555017229846;
29.45302256280947;
32.87114151615028;
36.11330885039406;
30.350246444013802;
35.1499413917902;
31.50088593838454;
27.138159074064188;
36.378368320706585;
29.032549943643772;
28.463618145864967;
36.72040662437407;
26.743238252524716;
27.05487315142175;
36.41168268976356;
27.590005419429165;
26.112691044014312;
36.886331588706376;
29.648057170007093;
32.19595952191306;
35.29969433230844;
30.420433027366844;
35.54583253475851;
32.20744165882105;
26.37192858575378;
36.93468593991043;
29.290978884192537;
28.03392747312525;
36.91220682680888;
27.002314074026042;
27.163225710975983;
35.95854258249346;
27.274650955054895;
25.29600384140402;
36.51647740407871;
29.28822964014414;
32.30220971837147;
36.24640460638381;
30.10653404513584;
35.34821040375064;
32.66187552799628;
30.46700845595136;
35.363412106135854;
31.820283408712328;
27.610543889673025;
36.36995886832327;
29.74250178908123;
26.27117687739215;
37.20475873760532;
28.868727342407297;
25.681544889131334;
36.74935454700124;
27.23308885385275;
26.293979430969983;
36.32419204092947;
