vm1; 
16.36338648770514;
9.989021581153217;
17.13495374387419;
7.868545818652994;
6.23436281224171;
16.676315148507296;
6.131185300307975;
17.091289279576213;
6.938816169582389;
12.48662893899744;
11.977371909092527;
6.527238163514432;
16.591250303245317;
7.876470110321886;
12.272673063937356;
13.868851814385588;
7.1061966160579635;
17.875794154796512;
8.754449283187482;
5.06496377024666;
16.21573591028272;
8.31117411044396;
9.236699033322907;
17.248966511763346;
9.561756711985616;
16.293361624590236;
11.404073664883917;
5.8007908537866255;
17.328047708214125;
8.883663753461862;
4.449941704597761;
16.28204120792039;
6.64092749092731;
4.540181597480246;
16.559229696093464;
8.580923467662565;
12.342051046099698;
16.86989427356166;
10.509760747966114;
14.900626933722942;
11.379977349400962;
5.313366056030701;
16.88913898190039;
8.980857616584395;
4.152861627133386;
16.881214690231502;
6.458992223019076;
4.7389357701551065;
16.690546529463674;
8.64399436053742;
11.534096736349001;
16.863748904512317;
9.467473813149617;
16.05547115428534;
12.716109956919022;
10.817352640909633;
16.401067303191912;
10.304052605051208;
6.82496512193137;
17.188968303413162;
8.789219134387723;
6.459153943257217;
16.523004362749962;
7.660411872165977;
7.19514274703532;
16.93215656524581;
9.220850449985122;
12.439244909222227;
16.194712279324435;
9.547363610791097;
15.77860610658854;
12.485982058044877;
7.987248473448233;
17.73153970237505;
9.327424086919812;
7.346512889934972;
17.402439017758823;
7.757282294812227;
5.300266716741308;
16.30662268411777;
6.181156853893437;
4.669234347516485;
16.797605327112787;
9.014818866593933;
11.613663093514203;
17.096949487911132;
9.45356587266952;
15.039382898047625;
13.130922367749795;
10.12147045619041;
16.728227344950447;
10.829158218293903;
6.667126169506095;
17.01705969026965;
8.461088771200341;
4.224341972391553;
16.43179414843863;
6.094313086011908;
8.015711235360987;
16.357241118655793;
7.59426829476645;
5.048306585718174;
16.79598812473138;
9.000425765399415;
11.79947964713781;
16.970484261685144;
9.274218128571539;
13.777318159597977;
14.249541254968682;
10.324105914580647;
15.325304279080294;
11.44191620060883;
6.176952127701779;
17.587285249953585;
9.937917985900771;
7.368830282798381;
16.781595023536862;
8.188105009218921;
4.179545466426593;
16.398641499619796;
6.273984270586172;
6.0061755562252515;
16.635238208019572;
8.291120800914518;
7.606559032865139;
17.310096761780514;
9.315780229773685;
12.874919230773145;
16.14813685073993;
10.43666320032654;
15.424438785060515;
11.65765099828846;
5.625000954927736;
17.822911636924516;
8.964685592770332;
6.621197621874149;
16.836903344980968;
6.359695996800717;
7.143230550592173;
16.78660835091922;
8.261202556858496;
9.235566991655922;
17.300393547492074;
9.436908688141033;
14.357732094284776;
14.08976165968572;
10.61277653966171;
17.056357708137824;
9.87031892635798;
6.683621633796441;
17.572406988044648;
7.970753009157886;
5.952646157400697;
15.947280314969243;
7.331472907787891;
7.157300211310409;
16.533516178229103;
9.804822229911016;
12.774814403364081;
16.102855184060548;
9.873876771597073;
15.266923273111518;
12.050307736493961;
5.4215568953467965;
17.3828708689438;
8.61245891409999;
4.65273888322614;
16.442629404394054;
6.438292032537073;
4.85682982375964;
16.782888785441987;
8.510413443833242;
12.363559837772405;
16.14846029121621;
10.012632735921754;
15.661844094650988;
11.211788301734684;
6.0792731038648276;
17.07139769028491;
8.38637402117936;
5.084531919061679;
16.290935821018124;
6.962750764827206;
6.631709437353291;
16.94541762477334;
9.586985069135558;
14.308892582366298;
14.499399022895988;
9.924171765658818;
15.140943207599951;
11.738672837596924;
5.511635067991139;
17.949053422674226;
9.1511490273465;
4.50880787128096;
15.995472945935154;
6.963074205303488;
4.523362692713619;
16.885904577137584;
9.303974652389416;
12.269762099650825;
16.622785749682745;
10.370034462212592;
15.48314323150557;
12.255207278218167;
5.565002746577555;
17.589387613049414;
8.56264908075267;
4.698343990381804;
16.481603981785952;
6.422928609913711;
4.95321508569147;
16.94460902358264;
8.959510545149831;
13.261430599929303;
13.2666056475498;
10.457201670570404;
16.001456594746358;
